10000 78408
233 132 4.384820
233 133 4.456263
233 332 4.245964
233 333 4.315092
233 134 4.528753
233 234 4.456524
233 334 4.385370
234 134 4.597930
234 133 4.526545
234 134 4.597930
234 333 4.387650
234 334 4.456787
234 135 4.670298
234 235 4.598129
234 335 4.527001
235 135 4.739452
235 134 4.668157
235 135 4.739452
235 334 4.529209
235 335 4.598317
235 136 4.811679
235 236 4.739555
235 336 4.668442
236 136 4.880789
236 135 4.809600
236 136 4.880789
236 335 4.670584
236 336 4.739640
236 137 4.952874
236 237 4.880782
236 337 4.809672
237 137 5.021934
237 136 4.950855
237 137 5.021934
237 336 4.811751
237 337 4.880749
237 138 5.093902
237 238 5.021827
237 338 4.950710
238 138 5.162942
238 137 5.091938
238 138 5.162942
238 337 4.952729
238 338 5.021699
238 139 5.234853
238 239 5.162782
238 339 5.091647
239 139 5.303944
239 138 5.232942
239 139 5.303944
239 338 5.093611
239 339 5.162624
239 140 5.375907
239 240 5.303828
239 340 5.232668
240 140 5.445185
240 139 5.374046
240 140 5.445185
240 339 5.234579
240 340 5.303773
240 141 5.517369
240 241 5.445275
240 341 5.374084
241 141 5.587041
241 140 5.515556
241 141 5.587041
241 340 5.375944
241 341 5.445532
241 142 5.659667
241 242 5.587555
241 342 5.516334
242 142 5.729989
242 141 5.657900
242 142 5.729989
242 341 5.518147
242 342 5.588390
242 143 5.803284
242 243 5.731158
242 343 5.659914
243 143 5.874490
243 142 5.801560
243 143 5.874490
243 342 5.661681
243 343 5.732824
243 144 5.948606
243 244 5.876479
243 344 5.805227
244 144 6.020808
244 143 5.946924
244 144 6.020808
244 343 5.806949
244 344 5.879107
244 145 6.095704
244 245 6.023592
244 345 5.952350
245 145 6.168788
245 144 6.094063
245 145 6.168788
245 344 5.954030
245 345 6.027090
245 146 6.244174
245 246 6.172093
245 346 6.100876
246 146 6.317721
246 145 6.242572
246 146 6.317721
246 345 6.102515
246 346 6.176055
246 147 6.393029
246 247 6.320991
246 347 6.249810
247 147 6.466393
247 146 6.391465
247 147 6.466393
247 346 6.251410
247 347 6.324773
247 148 6.540955
247 248 6.468960
247 348 6.397816
248 148 6.613400
248 147 6.539426
248 148 6.613400
248 347 6.399378
248 348 6.471819
248 149 6.686560
248 249 6.614603
248 349 6.543483
249 149 6.757509
249 148 6.685064
249 149 6.757509
249 348 6.545011
249 349 6.615943
249 150 6.828904
249 250 6.756970
249 350 6.685859
250 150 6.898110
250 149 6.827439
250 150 6.898110
250 349 6.687354
250 350 6.756531
250 151 6.967789
250 251 6.895866
250 351 6.824747
251 151 7.035415
251 150 6.966353
251 151 7.035415
251 350 6.826212
251 351 6.893797
251 152 7.103808
251 252 7.031888
251 352 6.960750
252 152 7.170372
252 151 7.102400
252 152 7.170372
252 351 6.962187
252 352 7.028709
252 153 7.238150
252 253 7.166235
252 353 7.095078
253 153 7.304355
253 152 7.236769
253 153 7.304355
253 352 7.096487
253 353 7.162657
253 154 7.372225
253 254 7.300324
253 354 7.229156
254 154 7.438679
254 153 7.370868
254 154 7.438679
254 353 7.230538
254 354 7.296972
254 155 7.507171
254 255 7.435298
254 355 7.364134
255 155 7.574307
255 154 7.505838
255 155 7.574307
255 354 7.365491
255 355 7.432624
255 156 7.643684
255 256 7.571856
255 356 7.500710
256 156 7.711656
256 155 7.642376
256 156 7.711656
256 355 7.502043
256 356 7.570024
256 157 7.781909
256 257 7.710135
256 357 7.639020
257 157 7.850654
257 156 7.780623
257 157 7.850654
257 356 7.640329
257 357 7.709093
257 158 7.921606
257 258 7.849890
257 358 7.778813
258 158 7.990934
258 157 7.920343
258 158 7.990934
258 357 7.780099
258 358 7.849447
258 159 8.062343
258 259 7.990683
258 359 7.919645
259 159 8.132038
259 158 8.061102
259 159 8.132038
259 358 7.920907
259 359 7.990620
259 160 8.203681
259 260 8.132072
259 360 8.061068
260 160 8.273561
260 159 8.202461
260 160 8.273561
260 359 8.062308
260 360 8.132200
260 161 8.345279
260 261 8.273712
260 361 8.202736
261 161 8.415223
261 160 8.344081
261 161 8.415223
261 360 8.203955
261 361 8.273903
261 162 8.486921
261 262 8.415387
261 362 8.344431
262 162 8.556858
262 161 8.485743
262 162 8.556858
262 361 8.345629
262 362 8.415564
262 163 8.628497
262 263 8.556988
262 363 8.486045
263 163 8.698397
263 162 8.627338
263 163 8.698397
263 362 8.487223
263 363 8.557113
263 164 8.769963
263 264 8.698470
263 364 8.627535
264 164 8.839820
264 163 8.768823
264 164 8.839820
264 363 8.628694
264 364 8.698536
264 165 8.911324
264 265 8.839841
264 365 8.768908
265 165 8.981145
265 164 8.910201
265 165 8.981145
265 364 8.770047
265 365 8.839850
265 166 9.052602
265 266 8.981125
265 366 8.910189
266 166 9.122405
266 165 9.051497
266 166 9.122405
266 365 8.911311
266 366 8.981092
266 167 9.193837
266 267 9.122361
266 367 9.051420
267 167 9.263644
267 166 9.192749
267 167 9.263644
267 366 9.052525
267 367 9.122308
267 168 9.335074
267 268 9.263597
267 368 9.192649
268 168 9.404909
268 167 9.334003
268 168 9.404909
268 367 9.193736
268 368 9.263545
268 169 9.476354
268 269 9.404875
268 369 9.333918
269 169 9.546230
269 168 9.475299
269 169 9.546230
269 368 9.334989
269 369 9.404840
269 170 9.617698
269 270 9.546216
269 370 9.475251
270 170 9.687621
270 169 9.616658
270 170 9.687621
270 369 9.476307
270 370 9.546206
270 171 9.759107
270 271 9.687624
270 371 9.616652
271 171 9.829068
271 170 9.758082
271 171 9.829068
271 370 9.617693
271 371 9.687633
271 172 9.900558
271 272 9.829076
271 372 9.758101
272 172 9.970539
272 171 9.899548
272 172 9.970539
272 371 9.759126
272 372 9.829089
272 173 10.042016
272 273 9.970539
272 373 9.899562
273 173 10.112000
273 172 10.041019
273 173 10.112000
273 372 9.900573
273 373 9.970543
273 174 10.183452
273 274 10.111982
273 374 10.041007
274 174 10.253429
274 173 10.182469
274 174 10.253429
274 373 10.042003
274 374 10.111970
274 175 10.324853
274 275 10.253394
274 375 10.182423
275 175 10.394824
275 174 10.323884
275 175 10.394824
275 374 10.183405
275 375 10.253368
275 176 10.466225
275 276 10.394780
275 376 10.323815
276 176 10.536197
276 175 10.465269
276 176 10.536197
276 375 10.324784
276 376 10.394751
276 177 10.607588
276 277 10.536159
276 377 10.465202
277 177 10.677571
277 176 10.606646
277 177 10.677571
277 376 10.466158
277 377 10.536138
277 178 10.748963
277 278 10.677550
277 378 10.606603
278 178 10.818967
278 177 10.748033
278 178 10.818967
278 377 10.607546
278 378 10.677547
278 179 10.890363
278 279 10.818968
278 379 10.748030
279 179 10.960389
279 178 10.889445
279 179 10.960389
279 378 10.748960
279 379 10.818985
279 180 11.031790
279 280 10.960411
279 380 10.889483
280 180 11.101837
280 179 11.030884
280 180 11.101837
280 379 10.890401
280 380 10.960445
280 181 11.173237
280 281 11.101873
280 381 11.030953
281 181 11.243297
281 180 11.172341
281 181 11.243297
281 380 11.031859
281 381 11.101916
281 182 11.314688
281 282 11.243338
281 382 11.172425
282 182 11.384754
282 181 11.313804
282 182 11.384754
282 381 11.173320
282 382 11.243382
282 183 11.456131
282 283 11.384792
282 383 11.313886
283 183 11.526199
283 182 11.455258
283 183 11.526199
283 382 11.314770
283 383 11.384831
283 184 11.597558
283 284 11.526229
283 384 11.455326
284 184 11.667624
284 183 11.596696
284 184 11.667624
284 383 11.456199
284 384 11.526257
284 185 11.738964
284 285 11.667643
284 385 11.596742
285 185 11.809028
285 184 11.738112
285 185 11.809028
285 384 11.597604
285 385 11.667658
285 186 11.880354
285 286 11.809037
285 386 11.738136
286 186 11.950418
286 185 11.879512
286 186 11.950418
286 385 11.738988
286 386 11.809041
286 187 12.021731
286 287 11.950418
286 387 11.879518
287 187 12.091800
287 186 12.020900
287 187 12.091800
287 386 11.880360
287 387 11.950417
287 188 12.163108
287 288 12.091798
287 388 12.020895
288 188 12.233186
288 187 12.162286
288 188 12.233186
288 387 12.021727
288 388 12.091792
288 189 12.304492
288 289 12.233183
288 389 12.162278
289 189 12.374581
289 188 12.303679
289 189 12.374581
289 388 12.163100
289 389 12.233178
289 190 12.445888
289 290 12.374580
289 390 12.303674
290 190 12.515990
290 189 12.445084
290 190 12.515990
290 389 12.304486
290 390 12.374578
290 191 12.587296
290 291 12.515990
290 391 12.445082
291 191 12.657411
291 190 12.586501
291 191 12.657411
291 390 12.445886
291 391 12.515990
291 192 12.728712
291 292 12.657411
291 392 12.586501
292 192 12.798838
292 191 12.727927
292 192 12.798838
292 391 12.587296
292 392 12.657411
292 193 12.870132
292 293 12.798835
292 393 12.727925
293 193 12.940263
293 192 12.869356
293 193 12.940263
293 392 12.728711
293 393 12.798833
293 194 13.011550
293 294 12.940257
293 394 12.869349
294 194 13.081684
294 193 13.010781
294 194 13.081684
294 393 12.870126
294 394 12.940253
294 195 13.152962
294 295 13.081676
294 395 13.010770
295 195 13.223100
295 194 13.152202
295 195 13.223100
295 394 13.011539
295 395 13.081671
295 196 13.294370
295 296 13.223090
295 396 13.152188
296 196 13.364511
296 195 13.293617
296 196 13.364511
296 395 13.152948
296 396 13.223086
296 197 13.435776
296 297 13.364506
296 397 13.293608
297 197 13.505925
297 196 13.435032
297 197 13.505925
297 396 13.294360
297 397 13.364506
297 198 13.577187
297 298 13.505925
297 398 13.435032
298 198 13.647345
298 197 13.576450
298 198 13.647345
298 397 13.435776
298 398 13.505932
298 199 13.718604
298 299 13.647352
298 399 13.576464
299 199 13.788772
299 198 13.717875
299 199 13.788772
299 398 13.577200
299 399 13.647366
300 200 0.361366
300 201 0.316804
300 301 0.361307
300 400 0.500973
300 401 0.425066
301 201 0.224045
301 200 0.283487
301 201 0.224045
301 400 0.447975
301 401 0.361166
301 202 0.200207
301 302 0.224002
301 402 0.283301
302 202 0.100084
302 201 0.141714
302 202 0.100084
302 401 0.316637
302 402 0.223882
302 203 0.141421
302 303 0.100088
302 403 0.141594
303 203 0.100088
303 202 0.000000
303 203 0.100088
303 402 0.200122
303 403 0.100039
303 204 0.200122
303 304 0.100039
303 404 0.000000
304 204 0.223830
304 203 0.141594
304 204 0.223830
304 403 0.141421
304 404 0.100045
304 205 0.316426
304 305 0.223716
304 405 0.141484
305 205 0.360772
305 204 0.283064
305 205 0.360772
305 404 0.200044
305 405 0.223674
305 206 0.447369
305 306 0.360635
305 406 0.282883
306 206 0.500125
306 205 0.424428
306 206 0.500125
306 405 0.316264
306 406 0.360580
306 207 0.583160
306 307 0.500020
306 407 0.424267
307 207 0.640342
307 206 0.565752
307 207 0.640342
307 406 0.447217
307 407 0.500001
307 208 0.721113
307 308 0.640316
307 408 0.565708
308 208 0.781028
308 207 0.707110
308 208 0.781028
308 407 0.583117
308 408 0.640379
308 209 0.860267
308 309 0.781116
308 409 0.707260
309 209 0.922047
309 208 0.848563
309 209 0.922047
309 408 0.721260
309 409 0.781284
309 210 1.000188
309 310 0.922256
309 410 0.848939
310 210 1.063320
310 209 0.990140
310 210 1.063320
310 409 0.860638
310 410 0.922527
310 211 1.140619
310 311 1.063624
310 411 0.990710
311 211 1.204759
311 210 1.131818
311 211 1.204759
311 410 1.000752
311 411 1.063967
311 212 1.281374
311 312 1.205116
311 412 1.132511
312 212 1.346273
312 211 1.273546
312 212 1.346273
312 411 1.141307
312 412 1.205484
312 213 1.422300
312 313 1.346629
312 413 1.274263
313 213 1.487769
313 212 1.415252
313 213 1.487769
313 412 1.282086
313 413 1.346971
313 214 1.563280
313 314 1.488080
313 414 1.415896
314 214 1.629183
314 213 1.556870
314 214 1.629183
314 413 1.422941
314 414 1.488354
314 215 1.704233
314 315 1.629412
314 415 1.557366
315 215 1.770475
315 214 1.698355
315 215 1.770475
315 414 1.563774
315 415 1.629595
315 216 1.845126
315 316 1.770613
315 416 1.698669
316 216 1.911644
316 215 1.839698
316 216 1.911644
316 415 1.704546
316 416 1.770694
316 217 1.985952
316 317 1.911689
316 417 1.839821
317 217 2.052717
317 216 1.980911
317 217 2.052717
317 416 1.845248
317 417 1.911686
317 218 2.126754
317 318 2.052697
317 418 1.980885
318 218 2.193753
318 217 2.122046
318 218 2.193753
318 417 1.985927
318 418 2.052634
318 219 2.267582
318 319 2.193699
318 419 2.121931
319 219 2.334817
319 218 2.263168
319 219 2.334817
319 418 2.126638
319 419 2.193613
319 220 2.408494
319 320 2.334759
319 420 2.263028
320 220 2.475971
320 219 2.404338
320 220 2.475971
320 419 2.267443
320 420 2.334689
320 221 2.549539
320 321 2.475938
320 421 2.404240
321 221 2.617252
321 220 2.545614
321 221 2.617252
321 420 2.408396
321 421 2.475905
321 222 2.690730
321 322 2.617251
321 422 2.545585
322 222 2.758658
322 221 2.687011
322 222 2.758658
322 421 2.549510
322 422 2.617260
322 223 2.832041
322 323 2.758676
322 423 2.687044
323 223 2.900144
323 222 2.828507
323 223 2.900144
323 422 2.690763
323 423 2.758710
323 224 2.973409
323 324 2.900154
323 424 2.828557
324 224 3.041638
324 223 2.970044
324 224 3.041638
324 423 2.832090
324 424 2.900182
324 225 3.114761
324 325 3.041612
324 425 2.970051
325 225 3.183070
325 224 3.111549
325 225 3.183070
325 424 2.973416
325 425 3.041606
325 226 3.256044
325 326 3.182999
325 426 3.111475
326 226 3.324413
326 225 3.252971
326 226 3.324413
326 425 3.114687
326 426 3.182953
326 227 3.397254
326 327 3.324311
326 427 3.252825
327 227 3.465688
327 226 3.394309
327 227 3.465688
327 426 3.255898
327 427 3.324244
327 228 3.538437
327 328 3.465596
327 428 3.394151
328 228 3.606969
328 227 3.535609
328 228 3.606969
328 427 3.397096
328 428 3.465554
328 229 3.679676
328 329 3.606938
328 429 3.535535
329 229 3.748339
329 228 3.676957
329 229 3.748339
329 428 3.538363
329 429 3.606965
329 230 3.821045
329 330 3.748409
329 430 3.677052
330 230 3.889860
330 229 3.818427
330 230 3.889860
330 429 3.679771
330 430 3.748534
330 231 3.962577
330 331 3.890040
330 431 3.818729
331 231 4.031535
331 230 3.960052
331 231 4.031535
331 430 3.821347
331 431 3.890260
331 232 4.104240
331 332 4.031797
331 432 3.960531
332 232 4.173307
332 231 4.101803
332 232 4.173307
332 431 3.963055
332 432 4.032081
332 233 4.245964
332 333 4.173606
332 433 4.102380
333 233 4.315092
333 232 4.243608
333 233 4.315092
333 432 4.104817
333 433 4.173903
333 234 4.387650
333 334 4.315366
333 434 4.244174
334 234 4.456787
334 233 4.385370
334 234 4.456787
334 433 4.246530
334 434 4.315622
334 235 4.529209
334 335 4.456987
334 435 4.385821
335 235 4.598317
335 234 4.527001
335 235 4.598317
335 434 4.388101
335 435 4.457158
335 236 4.670584
335 336 4.598410
335 436 4.527259
336 236 4.739640
336 235 4.668442
336 236 4.739640
336 435 4.529468
336 436 4.598467
336 237 4.811751
336 337 4.739612
336 437 4.668468
337 237 4.880749
337 236 4.809672
337 237 4.880749
337 436 4.670609
337 437 4.739543
337 238 4.952729
337 338 4.880611
337 438 4.809464
338 238 5.021699
338 237 4.950710
338 238 5.021699
338 437 4.811543
338 438 4.880443
338 239 5.093611
338 339 5.021502
338 439 4.950343
339 239 5.162624
339 238 5.091647
339 239 5.162624
339 438 4.952363
339 439 5.021300
339 240 5.234579
339 340 5.162467
339 440 5.091292
340 240 5.303773
340 239 5.232668
340 240 5.303773
340 439 5.093256
340 440 5.162373
340 241 5.375944
340 341 5.303825
340 441 5.232632
341 241 5.445532
341 240 5.374084
341 241 5.445532
341 440 5.234542
341 441 5.304055
341 242 5.518147
341 342 5.446019
341 442 5.374811
342 242 5.588390
342 241 5.516334
342 242 5.588390
342 441 5.376671
342 442 5.446850
342 243 5.661681
342 343 5.589551
342 443 5.518340
343 243 5.732824
343 242 5.659914
343 243 5.732824
343 442 5.520152
343 443 5.591246
343 244 5.806949
343 344 5.734831
343 444 5.663632
344 244 5.879107
344 243 5.805227
344 244 5.879107
344 443 5.665398
344 444 5.737528
344 245 5.954030
344 345 5.881941
344 445 5.810773
345 245 6.027090
345 244 5.952350
345 245 6.027090
345 444 5.812494
345 445 5.885547
345 246 6.102515
345 346 6.030471
345 446 5.959352
346 246 6.176055
346 245 6.100876
346 246 6.176055
346 445 5.961029
346 446 6.034577
346 247 6.251410
346 347 6.179421
346 447 6.108356
347 247 6.324773
347 246 6.249810
347 247 6.324773
347 446 6.109993
347 447 6.183367
347 248 6.399378
347 348 6.327444
347 448 6.256428
348 248 6.471819
348 247 6.397816
348 248 6.471819
348 447 6.258026
348 448 6.330470
348 249 6.545011
348 349 6.473118
348 449 6.402136
349 249 6.615943
349 248 6.543483
349 249 6.615943
349 448 6.403697
349 449 6.474616
349 250 6.687354
349 350 6.615487
349 450 6.544513
350 250 6.756531
350 249 6.685859
350 250 6.756531
350 449 6.546041
350 450 6.615183
350 251 6.826212
350 351 6.754351
350 451 6.683363
351 251 6.893797
351 250 6.824747
351 251 6.893797
351 450 6.684859
351 451 6.752396
351 252 6.962187
351 352 6.890322
351 452 6.819303
352 252 7.028709
352 251 6.960750
352 252 7.028709
352 451 6.820769
352 452 6.887237
352 253 7.096487
352 353 7.024617
352 453 6.953561
353 253 7.162657
353 252 7.095078
353 253 7.162657
353 452 6.954998
353 453 7.021120
353 254 7.230538
353 354 7.158672
353 454 7.087585
354 254 7.296972
354 253 7.229156
354 254 7.296972
354 453 7.088996
354 454 7.155394
354 255 7.365491
354 355 7.293643
354 455 7.222540
355 255 7.432624
355 254 7.364134
355 255 7.432624
355 454 7.223925
355 455 7.291038
355 256 7.502043
355 356 7.430228
355 456 7.359126
356 256 7.570024
356 255 7.500710
356 256 7.570024
356 455 7.360484
356 456 7.428461
356 257 7.640329
356 357 7.568559
356 457 7.497471
357 257 7.709093
357 256 7.639020
357 257 7.709093
357 456 7.498805
357 457 7.567574
357 258 7.780099
357 358 7.708380
357 458 7.637316
358 258 7.849447
358 257 7.778813
358 258 7.849447
358 457 7.638625
358 458 7.707983
358 259 7.920907
358 359 7.849239
358 459 7.778203
359 259 7.990620
359 258 7.919645
359 259 7.990620
359 458 7.779488
359 459 7.849210
359 260 8.062308
359 360 7.990686
359 460 7.919675
360 260 8.132200
360 259 8.061068
360 260 8.132200
360 459 7.920938
360 460 7.990836
360 261 8.203955
360 361 8.132372
360 461 8.061383
361 261 8.273903
361 260 8.202736
361 261 8.273903
361 460 8.062624
361 461 8.132572
361 262 8.345629
361 362 8.274077
361 462 8.203106
362 262 8.415564
362 261 8.344431
362 262 8.415564
362 461 8.204325
362 462 8.274254
362 263 8.487223
362 363 8.415695
362 463 8.344734
363 263 8.557113
363 262 8.486045
363 263 8.557113
363 462 8.345933
363 463 8.415812
363 264 8.628694
363 364 8.557182
363 464 8.486229
364 264 8.698536
364 263 8.627535
364 264 8.698536
364 463 8.487407
364 464 8.557234
364 265 8.770047
364 365 8.698548
364 465 8.627597
365 265 8.839850
365 264 8.768908
365 265 8.839850
365 464 8.628756
365 465 8.698540
365 266 8.911311
365 366 8.839818
365 466 8.768867
366 266 8.981092
366 265 8.910189
366 266 8.981092
366 465 8.770007
366 466 8.839767
366 267 9.052525
366 367 8.981035
366 467 8.910080
367 267 9.122308
367 266 9.051420
367 267 9.122308
367 466 8.911202
367 467 8.980962
367 268 9.193736
367 368 9.122247
367 468 9.051288
368 268 9.263545
368 267 9.192649
368 268 9.263545
368 467 9.052392
368 468 9.122177
368 269 9.334989
368 369 9.263499
368 469 9.192534
369 269 9.404840
369 268 9.333918
369 269 9.404840
369 468 9.193623
369 469 9.263450
369 270 9.476307
369 370 9.404817
369 470 9.333848
370 270 9.546206
370 269 9.475251
370 270 9.546206
370 469 9.334919
370 470 9.404797
370 271 9.617693
370 371 9.546204
370 471 9.475231
371 271 9.687633
371 270 9.616652
371 271 9.687633
371 470 9.476287
371 471 9.546206
371 272 9.759126
371 372 9.687639
371 472 9.616666
372 272 9.829089
372 271 9.758101
372 272 9.829089
372 471 9.617705
372 472 9.687652
372 273 9.900573
372 373 9.829092
372 473 9.758119
373 273 9.970543
373 272 9.899562
373 273 9.970543
373 472 9.759143
373 473 9.829099
373 274 10.042003
373 374 9.970531
373 474 9.899559
374 274 10.111970
374 273 10.041007
374 274 10.111970
374 473 9.900569
374 474 9.970525
374 275 10.183405
374 375 10.111944
374 475 10.040977
